title,text,label
India To Use All Legal Tools To Extradite Mehul Choksi From Belgium: Sources,"The government is aware that businessman Mehul Choksi - wanted in connection with the Rs 13,850 crore Punjab National Bank scam - was arrested in Belgium over the weekend, and is working towards a quick extradition, sources told NDTV Monday afternoon. A request to deport Mr Choksi to India has been made, sources said, stressing the government will use every legal tool available to bring him back. Should Mr Choksi - an international fugitive for over seven years now, since he fled to the US in January 2018 - be brought back to India, his will be the second high-profile extradition this year, after terrorist Tahawwur Rana, a 26/11 Mumbai attack accused, was extradited from the US. Mehul Choksi, 65, was arrested by Belgium authorities on Saturday. This was after the Belgian Foreign Ministry confirmed to NDTV that Mehul Choksi - who fled from India to the US and then to the Caribbean island nation of Antigua to avoid arrest - was in that country. The Belgian ministry told NDTV it attached ""great importance"" to the matter. NDTV Explains | Mehul Choksi Tried To Get To Switzerland. How He Was Stopped Mr Choksi is expected to mount a series of legal challenges to India's extradition request, beginning with a request for bail citing his age and medical condition; he is a cancer patient.   READ | Mehul Choksi's Lawyer On Grounds For Appeal Against Arrest ""My client is not a flight risk. He is extremely sick and is undergoing treatment for cancer,"" his lawyer, Vijay Aggarwal told reporters after the arrest. Mr Choksi and his wife, Preeti Choksi, a Belgian citizen, had been living in Antwerp after he obtained a 'residency card'. READ | ""Reasons Beyond Control"": Mehul Choksi On Why He Isn't In India Mr Choksi and his nephew, Nirav Modi - awaiting extradition from London - are wanted by the CBI and Enforcement Directorate for allegedly cheating PNB of nearly Rs 14,000 crore in 2018. READ | Who Is Mehul Choksi, Fugitive Tycoon Arrested In Belgium He fled India in 2018 and later acquired citizenship of Antigua and Barbuda. He reportedly left the island for treatment of his cancer and was, sources said, planning to move to Switzerland. Last month Antigua Foreign Minister EP Chet Greene confirmed Mr Choksi had left. NDTV is now available on WhatsApp channels. Click on the link to get all the latest updates from NDTV on your chat. Track Latest News Live on NDTV.com and get news updates from India and around the world",Real
"North Korea is making what could be its largest, most advanced warship ever, new satellite photos show | CNN"," New satellite images show what could be North Korea’s biggest warship ever – possibly more than double the size of anything in leader Kim Jong Un’s naval fleet. Images taken by independent satellite providers Maxar Technologies and Planet Labs on April 6 show the ship under construction in the water at the Nampo shipyard on North Korea’s west coast, about 60 kilometers (37 miles) southwest of the capital Pyongyang. Analysts say the pictures show ongoing construction of weapons and other internal systems of the ship, which is likely a guided-missile frigate (FFG) designed to carry missiles in vertical launch tubes for use against targets on land and sea. “The FFG is approximately 140 meters (459 feet) long, making it the largest warship manufactured in North Korea,” an analysis by Joseph Bermudez Jr. and Jennifer Jun at the Center for Strategic and International Studies said. For comparison, the US Navy’s Arleigh Burke-class destroyers are about 505 feet long and its under-construction Constellation-class frigates will be 496 feet long. The existence of the warship is not a surprise. The Kim regime has been engaged in a rapid modernization of its armed forces, developing a range of new weapons and testing intercontinental ballistic missiles that can reach almost anywhere in the United States. It’s done that despite United Nations sanctions that have puts strict limits on its access to the materials and technology to develop those weapons. But the closer ties with Russia since the beginning of the Ukraine war could be helping North Korea overcome the UN sanctions, analysts say. Kim Duk-ki, a retired South Korean admiral, said he thinks Moscow may be providing the technology for the frigate’s missile systems. Pictures of the vessel appeared in a report by state-run Korean Central Television released late last year on the ruling Workers’ Party’s end-of-year plenary session. The images showed leader Kim inspecting the ship’s construction. The images in the KCTV video show the warship could have the kind of weaponry possessed by modern navies, including vertical launch cells that could be used to fire a variety of missiles. Analysts also noted the ship seems to be set up to have phased-array radar, which can track threats and targets more quickly and accurately than previously displayed North Korean capabilities. Despite those indications of advanced warfighting abilities, analysts urged caution in making assumptions. Almost any shipbuilder can get the hull and propulsion systems right, said Carl Schuster, a former US Navy captain and Hawaii-based analyst. “However, modern warships represent an integration challenge of communications, electronics, weapons, and both electronic and acoustic sensor technologies” that is not so easily achieved, he said. In an interview with CNN in March, South Korean lawmaker Kim Byung-kee, a member of the National Assembly’s Intelligence Committee, questioned whether Pyongyang has the technical ability to build an advanced warship, or the infrastructure to support it. “Operating such a big military warship takes significant amount of budget. They not only have to build a warship, but make a team that would operate it, and it costs to operate it including the equipment and fuel. Also, one huge warship cannot go out on its own. So the question is, can North Korea afford the cost?” he said. Kim, the retired South Korean admiral, was cautious on not underestimating what the final product may look like, especially its lethality. “If North Korea equips the new frigate with the hypersonic ballistic missile it claimed to have successfully tested in January, that will cause a game changing impact in the regional security,” the former naval officer said. After reviewing the satellite images for CNN, Schuster said it’s likely a year or more of work remains before the new North Korean warship can begin sea trials. “This ship’s construction is being delayed by the lack of the superstructure, sensor and weapons systems intended for installation,” he said. North Korea’s navy has about 400 patrol combatants and 70 submarines, according to the most recent estimate from the US Defense Intelligence Agency (DIA) in a 2021 report. Though that’s a large number of vessels, most of them are old and small. Joseph Dempsey, an analyst at the International Institute for Strategic Studies, wrote in a January blog post that Pyongyang has only two principal surface combatants. Those Najin-class frigates – 1,600-ton warships dating to the early 1970s – are obsolete, he wrote. The DIA report said the North Korean navy would largely be reduced to coastal defense in any conflict with South Korea or the United States, both of which have vastly superior naval forces. But North Korean leader Kim has been pushing to modernize his naval fleet. It is also developing submarine-launched missiles and the subs to carry them. In September, Kim inspected the site for a new naval port. “Now that we are soon to possess large surface warships and submarines which cannot be anchored at the existing facilities for mooring warships, the construction of a naval base for running the latest large warships has become a pressing task,” he said at the time. Yu Yong-won, a South Korean lawmaker, said the ship under construction at the Nampo yard is only one example of Kim trying to modernize his navy. A nuclear-powered submarine is under construction at a shipyard in the North Korean port of Sinpo and another frigate or destroyer is in the works in Chongjin, Yu said. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.
CNN Sans ™ & © 2016 Cable News Network.  ",Real
Two British tourists drown near Australia's Great Barrier Reef,"Two British tourists have drowned off the coast of a popular tourist town at the southern tip of the Great Barrier Reef. A boy, 17, and a man, 46, were swept out to sea on Sunday while swimming at a beach without lifeguards in Seventeen Seventy - a town in Queensland named for the year Captain James Cook arrived in Australia. The pair were declared dead at the scene after being pulled from the water by a police rescue helicopter. An Australian man is also in a life-threatening condition after being swept out to sea, and was airlifted to hospital with serious head injuries. While police revealed that the deceased were from the UK, their names have not yet been released. ""Sunday's mission was a difficult one,"" CapRescue, the emergency rescue service that found the three men, shared on social media - adding that the deaths had occurred ""despite the best efforts of all involved"". Police say the injured Australian man was from Monto, a town about 150 kilometres inland from Seventeen Seventy. ""We're not sure whether the third person jumped into the water trying to perform a rescue,"" Surf Life Saving Queensland's Darren Everard told the Australian Broadcasting Corporation (ABC). There is only one beach patrolled by lifeguards within a 50-kilometre radius of Seventeen Seventy. Police are treating the drownings as non-suspicious and will prepare a report for the coroner. One-hundred-and-seven people drowned in Australia last year, with 25% of them born overseas, according to Royal Life Saving Australia. Australia's coastal fatalities mostly occur around creeks and headlands at high tide when ""it's chaos in the water"", Everard explained. Speaking to ABC, he encouraged tourists to ""seek local knowledge"" and swim between the flags. The BBC spoke to people in Sydney about Australia's housing crisis and what they'd like to see politicians to do help. Two people, including a teenager, were arrested after the nine-year-old was shot on a farm on Sunday. Australia's housing crisis has hit its worst point in decades, becoming a key issue in the upcoming election. It is the latest repatriation of First Nations remains by London's Natural History Museum. Australia international Ellyse Perry signs as an overseas player for Hampshire in the inaugural Women's T20 Blast. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.   ",Real
From Antigua to Belgium: Will fugitive Mehul Choksi finally be extradited to India? - Times of India,"In no case can the surrender be made unless the crime shall be punishable according to the laws in force in both countries with regard to extradition. The TOI Business Desk is a vigilant and dedicated team of journalists committed to delivering the latest and most relevant business news from around the world to readers of The Times of India. The primary focus of the TOI Business Desk is to keep a watchful eye on the global business landscape, covering a wide spectrum of industries, markets, economic trends, in-depth analysis, exclusive reports and breaking stories that impact businesses and economies. With a mission to provide valuable insights and updates, the desk ensures that TOI readers are well-informed about the ever-changing and dynamic world of commerce and can navigate the complexities of the business world.
Read More National Gardening Day 2025: 10 plants and flowers that every garden should have Times Sonu Kakkar gave us solid fashion goals in ethnic wear Madhuri Dixit Nene's best ethnic looks How to make Ragi Cheela at home           Estimate the pension amount and corpus accumulated under NPS ",Real
"Mehul Choksi wanted to flee to Switzerland, but India foiled his plan: Report | Latest News India - Hindustan Times"," Fugitive diamond trader Mehul Choksi, wanted in India in connection with the ₹13,500 crore Punjab National Bank (PNB) fraud case, was arrested by Belgian police over the weekend, just as he was reportedly preparing to flee to Switzerland under the guise of seeking medical treatment. The arrest marks a major breakthrough in a relentless seven-year pursuit by Indian authorities across three countries. Choksi, the owner of the Gitanjali Group and a central figure in one of India's largest bank frauds, had fled the country in 2018 along with his nephew Nirav Modi, his wife Ami Modi, and brother Neeshal Modi. Soon after, he acquired Antiguan citizenship through its investment program, complicating India's attempts to bring him to justice. His arrest in Belgium follows a covert operation by Indian agencies, including the Central Bureau of Investigation (CBI) and the Enforcement Directorate (ED), who had been tracking his movements across the globe. Belgian police acted swiftly on inputs provided by Indian officials after it became clear Choksi was attempting to flee to Switzerland for cancer treatment at the Hirslanden Klinik Aarau, reports India Today citing sources. Choksi had obtained an F residency card from Belgium in November last year by using forged documents, allegedly involving his wife Preeti Choksi, a Belgian national. He falsely cited humanitarian grounds and critical medical conditions to gain the residency, all while concealing his dual citizenship status - he remains both an Indian and Antiguan citizen. Indian officials moved fast when they discovered that Choksi had applied for an upgrade to an F+ residency card, which would have made extradition significantly more challenging. In response, Belgian authorities suspended the conversion process and arrested Choksi in Antwerp on the basis of two non-bailable warrants issued by a Mumbai court in 2018 and 2021. Currently lodged in a Belgian jail, Choksi’s bail hearing is expected to take place after a week. His lawyer, Vijay Aggarwal, confirmed the arrest and said legal efforts are underway to secure his release. ""We will be starting the process of filing an appeal against this, and then... we will be requesting that he be pulled out of prison,"" said Aggarwal, citing Choksi’s poor health and cancer treatment as grounds for relief. This is not Choksi’s first run-in with international law enforcement. In 2021, he was arrested in the Dominican Republic for illegal entry, triggering a dramatic sequence of legal battles. A CBI team was dispatched to secure his extradition, but his lawyers successfully argued for his return to Antigua for medical reasons. The British Queen’s Privy Council later ruled in his favor, and he was flown back to Antigua after spending 51 days in jail. Despite multiple setbacks, Indian authorities persisted. They learned of Choksi’s presence in Belgium last year and promptly alerted local agencies, sharing a comprehensive dossier detailing his role in the massive bank fraud. Belgian police arrested him shortly afterward, preventing what would have been another escape - this time to Switzerland. Choksi had previously offered to cooperate with Indian agencies via video conferencing, citing his health and inability to travel. However, this proposal was rejected. With his latest arrest, India appears to be inching closer to bringing the fugitive businessman back to face trial on home soil. The ED and CBI are now preparing to initiate formal extradition proceedings in Belgium.   ",Real
Watch: Moment Blue Origin flight with all-female crew blasts off,"An all-female crew, including pop star Katy Perry, have entered space on Jeff Bezos' Blue Origin rocket. It's the first all-female crewed expedition since a solo Soviet mission in 1963. Watch the moment the six women blasted off into space from Texas. The eclipse won't be total anywhere in the world, but parts of Canada will come close. People in nearby Bangkok have reacted after a 7.7 magnitude earthquake hit central Myanmar. Strong tremors were felt in Thailand as well as parts of China. On Monday, stargazers may have noticed an unusual sight in the sky above the UK. The Griffith Observatory in Los Angeles is live streaming its view of the celestial treat. Beavers captured from Scotland are released into the wild in England for the first time. Three astronomers tell the BBC what planets are on display in the sky above the UK this week. Italian authorities say people have been injured after venturing too close to the red-hot lava. BBC weather presenter Ben Rich has the latest update as a new storm approaches the UK. Red warnings have been issued for Northern Ireland and parts of Scotland on Friday. Watch: SpaceX loses Starship spacecraft but catches booster on seventh test flight The mission was partially successful after the booster that propelled the rocket into space failed to land on a platform in the ocean. Storm Blair has brought freezing temperatures across the East Coast and Midwest US. Amber weather warnings are in force and travel disruption is expected in some parts of the UK, as snow continues to fall. Astronauts on the International Space Station send a festive message from orbit, some 250 miles (400km) above Earth. Elizabeth Rizzini has the latest forecast as Storm Darragh eases but continues to bring strong winds. A van driver has been killed by a fallen tree, as Storm Darragh brings strong winds and heavy rain. Roads are closed, trees are uprooted and buildings are damaged amid reports of a tornado on Thursday. BBC Weather's Ben Rich has the latest forecast as the storm continues to bring challenging weather conditions across the UK. The Met Office has issued a yellow weather warning until 07:00 on Sunday for some parts of Scotland Children and dogs have been enjoying the cold weather despite the freezing conditions. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.   ",Real
Andhra Man Strangles 8-Month Pregnant Wife After Argument,"A man killed his eight-month pregnant wife after an argument this morning in Andhra Pradesh's Visakhapatnam. The police have arrested the accused. Twenty-seven-year-old Anusha and Gyaneshwar argued this morning, during which the man strangled his wife, after which she fell unconscious. The police said the man took his wife to the hospital, but she was declared dead. He later surrendered to the police.  The incident took place in Uda Colony in Visakhapatnam's PM Palem. The man runs a fast food centre near Scouts and Sagarnagar viewpoint in the city, and the couple, who had a love marriage three years ago, reportedly fought over differences on several issues. The police have sent the body for a post-mortem, and a case has been registered.  Track Latest News Live on NDTV.com and get news updates from India and around the world",Real
"Donald Trump Zelenskyy: Trump reacts after Zelenskyy urges him to visit Ukraine: 'Biden's war, not mine' - The Times of India","At TOI World Desk, our dedicated team of seasoned journalists and passionate writers tirelessly sifts through the vast tapestry of global events to bring you the latest news and diverse perspectives round the clock. With an unwavering commitment to accuracy, depth, and timeliness, we strive to keep you informed about the ever-evolving world, delivering a nuanced understanding of international affairs to our readers. Join us on a journey across continents as we unravel the stories that shape our interconnected world.
Read More Kareena to Katrina: Monochrome summer sets from Bollywood celebs’ wardrobes Baby names for boys born on Tuesday 10 most beautiful red coloured flowers that grow in summer How to make high-protein Soyabean and Paneer Pulao in a pressure cooker      20.0 ov 4.0 ov CSK need 122 runs in 96 balls at 7.62 rpo
FULL SCORECARD",Real
Analysis: Trump calls Sumy missile strike a ‘mistake.’ But Russia’s war seems to be raging on exactly to Putin’s plan | CNN," “I was told they made a mistake.” This is the way US President Donald Trump characterized Russia’s “horrific” double-tap missile strike on central Sumy, Ukraine, on Saturday, which allegedly used cluster munitions to maximize casualties. The Iskander missiles reportedly utilized are accurate, and the use of two of them could suggest a degree of purpose and malice, aimed at hitting first responders too as they rush in. It is unlikely the Kremlin saw the error of its ways - this tactic being now so common - and perhaps a sympathizer is instead excusing Russia to the US president. The weekend’s strike was, to Ukraine’s allies, a gruesome reminder of Moscow’s true intent in its invasion: to terrify Ukrainians into submission. The target, Sumy, is also in Russia’s immediate crosshairs, as President Vladimir Putin claims to seek a buffer zone inside of Ukraine by pounding this thriving border city. RELATED ARTICLE
‘This isn’t Russia, never was, and never will be’: Ukrainians living under occupation fear Trump’s peace talks The attack also placed unwelcome emphasis on just how little fruit the White House’s relentless pursuit of diplomacy has borne. Trump said Friday on social media that Russia had to “get moving,” but provided no deadlines or explicit consequences if it did not, although secondary tariffs on its oil purchasers have been floated. Trump has made similar comments before – admonishing Moscow for its onslaught on Ukraine’s civilians, while also expressing broader grief at the tragedy of war in general, rather than fury at the Kremlin’s specific massacres, say of nine children at a Kryvyi Rih playground days earlier. The truth Trump may be reluctant to post about is that Russia’s diplomacy has predictably dissolved into a dizzying Catherine wheel of tangents. It generates the requisite light and noise, but is of little consequence, bar Moscow continuing to buy time and prosecute the war on its own terms. American and Russian diplomats are now on a carousel of Moscow’s apparent design, with multiple tracks leaving scant chance of real progress. Trump’s foreign envoy Steve Witkoff intermittently flies to Russia, to presumably hear demands direct from the Kremlin, whose official called his Friday visit to St Petersburg “productive.” Higher-level American and Russian diplomats meet in Saudi Arabia to float ceasefire ideas and a wider detente, while lower-level diplomatic meetings began in the new venue of Turkey last week to address the technical details of embassies reopening. And there is more. The Americans and Ukrainians have been hammering out in Washington a viable way forward from a dense and corporate rare-earth minerals contract, drawn up (and perhaps only understood) by Delaware corporate lawyers, which seems, according to the last draft seen by CNN, to be almost entirely in the White House’s favor. And there is a separate diplomatic US-Ukraine track over peace, also in Saudi Arabia, that has so far proposed a wide-ranging ceasefire that Russia has yet to agree to. Instead, a limited 30-day energy infrastructure ceasefire – chaotically birthed and barely adhered to – ends on Friday. This first test of diplomacy, seemingly dead on arrival, is somehow yet to cast future endeavors as problematic. RELATED ARTICLE
Ukraine’s European allies say Russian aggression is pushing peace out of reach, as US envoy meets Putin The above flow chart, or lapsed Venn diagram, has the singular unifying thread of the Trump administration seeking progress from multiple different dialogues it hopes will eventually congeal into a singular lasting peace. Five different, current conversations, and that is even if you don’t count the mostly silent role of Trump’s special envoy to Ukraine and Russia Gen. Keith Kellogg, or the intermittent but overarching influence that Putin-Trump phone calls take. This disparate and confusing interface is, Moscow’s critics say, a standard Russian tactic to buy time while appearing engaged. The Trump administration brimmed with 24-hour to 100-day deadlines about peace prior to the rubber hitting the road. Now there is no deadline – or end to the metastasizing talks – in sight. Why does Putin seek time? Because he believes Trump has been proven to be easily distracted and is interested in an easy win, but not a complex compromise. Putin also clearly believes this summer he can win a tangible victory on the front lines that will change the dynamic in talks. His onslaught on Sumy is intended to buy Russia space on the border, but also drag Ukraine’s forces in. Russia is making slow yet discomforting progress to the south of Zaporizhzhia, an area where nearly two years ago its counteroffensive was meant to have broken through. One Ukrainian intelligence officer recently moved to near the city of Kharkiv described a front line quieter than expected, and anxiety as to what lies ahead. Concerns are growing that Russia is amassing reinforcements, waiting for the ground to dry in May to escalate a spring offensive that Ukrainian officials say has already partially begun. Kyiv has hinted at an artillery ammunition shortage in the weeks ahead, and recent pledges by its allies may not have headed off that imminent crisis. It is going to be a very difficult summer for Ukraine. This is the real rubber hitting the road. Moscow has invested all in a war in which it simply cannot afford anything less than victory. It does not see gain in forging a deal over frozen front lines now. The momentum – with a White House tearing up economic and security norms by the sheaf, and Ukraine struggling to meet manpower and resource needs – is day by day more in its favor. The Russians are stalling for time as they believe it is on their side. Their European allies are disconcertingly readying for two unpleasant potential futures. The first is the possibility of a Ukrainian collapse and the need for NATO’s European members to hold back the Russians without American assistance. This is a more remote likelihood, but the undertone of preparations across the continent. The second possibility is more feasible and public: the British and French are spearheading preparations for a “reassurance force” to protect any ceasefire. The noise, and planning, serves two purposes: it allows Kyiv to agree to diplomacy knowing it has some security guarantees in place. And it partially embarrasses Moscow into stonewalling a peace plan that is increasingly ready to roll. But with each rotation of the diplomatic Catherine wheel, the terms of actual peace become more dizzying. Putin seems less willing to offer even a partial pause as he believes ultimately Trump is toothless and will not punish him effectively for refusing this détente. Trump said of US talks with Russia and Ukraine at the weekend: “You know, there’s a point at which you have to either put up or shut up.” His problem is that both he and the Kremlin are happy to keep talking. And neither wants to put up either: Trump is reluctant to impose harsh sanctions and disrupt his relationship with Moscow, and the Kremlin seems to have no desire to stop the war. Trump added: “We’ll see what happens, but I think it’s going fine.” Ukraine must be left hoping he does not mean simply that the country’s fate will be permanently eclipsed by another crisis. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.
CNN Sans ™ & © 2016 Cable News Network.  ",Real
"After Murshidabad, violence erupts in Bengal's South 24 Parganas over Waqf Amendment Act | Latest News India - Hindustan Times"," After Murshidabad, violent clashes broke out in West Bengal's South 24 Parganas after supporters of the Indian Secular Front (ISF) clashed with the police during protests against the Waqf (Amendment) Act. The clashes, which erupted in South 24 Parganas' Bhangar on Monday, led to several injuries and the torching of multiple police vehicles, PTI reported.  Later, West Bengal police assured that situation in Bhangar was brought under control and cases were registered against the micreats involved in damaging the property. “The public is advised not to heed rumours. Stringent legal action will also be taken against those found spreading misinformation,” Kolkata police said in a tweet. The unrest began when police stopped ISF supporters from heading towards Ramlila Maidan in central Kolkata to attend an anti-Waqf (Amendment) Act rally addressed by party leader and Bhangar MLA Naushad Siddique. According to police sources, the protestors were stopped near Bhojerhat on the Basanti Highway, where a large number of ISF workers had gathered from Bhangar as well as neighbouring areas such as Minakhan and Sandeshkhali, the news agency reported. Tension escalated when the crowd attempted to break through police barricades, leading to a clash between the two sides. ""Some police vehicles were set on fire by the protesters, and a few police personnel were injured when the agitators attacked the law enforcers,"" a senior police officer said. The confrontation brought traffic to a standstill along the highway, as ISF supporters sat on the road in protest. A large police force, including senior officers, was deployed to bring the situation under control. A high alert was sounded in the nearby areas. The protesters were later dispersed According to eyewitnesses, police resorted to a lathi-charge to disperse the protesters, as the rally at Ramlila Ground didn't have proper police permission, a PTI report said. However, despite the violence, Siddique addressed the gathering at Ramlila Maidan, slamming the Waqf (Amendment) Act and demanding its immediate withdrawal. ""This law is not just an attack on Muslims, it is an assault on the Constitution. We won't accept this Act. The government that supports such laws must go,"" he said. Also Read | Hundreds flee violence-hit Murshidabad, take shelter in Malda ISF also accused the BJP of trying to incite communal tension and the ruling Trinamool Congress of suppressing opposition protests. ""The chief minister has said the new Waqf law will not be implemented in West Bengal. We welcome that. But then why are police stopping our workers from attending a peaceful rally? Does the right to protest belong only to the Trinamool Congress?"" he asked. Communal violence also took place in parts of Murshidabad, including Suti, Dhulian, and Jangipur, on Friday and Saturday during protests over the Waqf (Amendment) Act. The violence left three people dead. Also Read | West Bengal’s communal violence-hit Murshidabad limping back to normalcy Visuals from the affected areas showed charred remains of shops, homes, and hotels. It was also reported that more than 400 Hindus were forced to flee from the violence-hit areas of Samserganj in Murshidabad and crossed the Bhagirathi River to reach Malda.   ",Real
Haryana Murder: YouTuber’s Wife and Lover Kill Husband After Catching Him in Compromising Position | Chandigarh News - The Times of India,"Sat Singh is associated with The Times of India for the last five years. Writes on pressing issues related to Agriculture, Education, Sports & Women. 8 types of papad to enjoy with meals Sunaina’s grace and glow captured perfectly in THESE pics On a wolf trail: Top places for spotting wolves in India Ketika Sharma looks charming in ethnic wear     ",Real
JD Vance to arrive in Delhi today amid global tariff war | What's on agenda | Latest News India - Hindustan Times," US Vice President JD Vance on Monday will arrive in New Delhi, kickstarting his four-day visit to India as both the countries seek to unlock economic opportunities and negotiate a bilateral trade deal. Vance will be accompanied by his wife Usha, their children and other senior members of the U.S. administration. The couple will visit Jaipur and Agra and participate in engagements at cultural sites. Vance will meet Prime Minister Narendra Modi on Monday. Both the leaders are expected to hold talks on economy, trade and geopolitical ties. The US vice president's visit to India is being seen as an important diplomatic mission by the Donald Trump administration, coinciding with a rapidly intensifying trade war between US and China. ALSO READ: JD Vance in Delhi: Police issues traffic advisory for April 21 | Check routes to avoid According to an AP report, a trade deal between the US and India could enhance economic ties between the two countries and potentially strengthen diplomatic ties. The US is also India’s largest trading partner, with bilateral trade valued at $190 billion until recently. ALSO READ: PM Modi meets JD Vance at Elysee Palace, congratulates him on ‘great victory’ “The visit will provide an opportunity for both sides to review the progress in bilateral relations and the implementation of the outcomes of the India-U.S. Joint Statement issued on 13 February 2025 during the visit of the Prime Minister to the US. The two sides will also exchange views on regional and global developments of mutual interest,” the Ministry of External Affairs had said in a statement on April 16. Vance's visit to India comes weeks after Tulsi Gabbard, the director of national intelligence, was in India for a geopolitical conference and two months after PM Modi met Trump in Washington. Prime Minister Modi was among the first leaders to visit the US and hold talks with Trump after he returned to the White House. During his visit, the prime minister hailed a “mega partnership” with the US and kickstarted a negotiation process to minimise the possible fallout of Trump’s tariffs after it had already cut tariffs on a range of US goods. Regardless, Trump targeted India with a 26% levy as part of his now-paused tariff programme, which has provided temporary relief for Indian exporters. During his visit, Modi sought to soften impending trade barriers by saying he was open to reducing more tariffs on U.S. goods, repatriating undocumented Indian nationals and buying military gear. The two countries also agreed to start talks towards clinching the bilateral trade agreement.   Tecno Phantom V Fold 2 (Karst Green, 12GB+512GB) | Strongest Fold Ever | Largest Battery in Fold Segment-5750mAh | Segment Largest Display | Rear-Triple 50MP Camera with OIS, Wi-Fi | 70W Fast Charger Tecno Phantom V Fold 2 (Rippling Blue, 12GB+512GB) | Strongest Fold Ever | Largest Battery in Fold Segment-5750mAh | Segment Largest Display | Rear - Triple 50MP Camera with OIS | 70W Fast Charger TECNO Phantom X2 5G Moonlight Silver (8GB RAM,256GB Storage) | World's 1st 4nm Dimensity 9000 5G Processor | Dual Curved AMOLED Display | 64MP RGBW Camera Lenovo Tab M10 FHD 3rd Gen| 10.1 Inch (25.65 cm) | 4 GB RAM, 64 GB ROM| Wi-Fi + LTE, Voice Calling | Full HD Display| Dual Speakers| Octa-Core Processor (Storm Grey)  ",Real
Signal chat 2.0: Was Yemen war plan discussed with family by US defense secretary in ‘Team Huddle’? 10 things to know - The Times of India,"At TOI World Desk, our dedicated team of seasoned journalists and passionate writers tirelessly sifts through the vast tapestry of global events to bring you the latest news and diverse perspectives round the clock. With an unwavering commitment to accuracy, depth, and timeliness, we strive to keep you informed about the ever-evolving world, delivering a nuanced understanding of international affairs to our readers. Join us on a journey across continents as we unravel the stories that shape our interconnected world.
Read More Top 10 budget-friendly countries to explore in 2025 Anupama Parameswaran's saree diaries have perfect elegance and charm Spiritual lessons every parent should teach 8 unique plants that eat insects     ",Real
Ukraine reports many Russian drone attacks after truce ends,"Ukraine's military has reported Russian drone attacks on several regions overnight, just hours after the end of a 30-hour ""Easter truce"" declared by Moscow. Ukraine's air force issued raid alerts for the Kyiv region, as well as Kherson, Dnipropetrovsk, Cherkasy, Mykolaiv and Zaporizhzhia. In the southern city of Mykolaiv, Mayor Oleksandr Senkevych said ""explosions were heard"". It was not immediately clear whether there were any casualties. Russia's military has not commented on the reported attacks. The truce declared by President Vladimir Putin expired at midnight Sunday Moscow time (21:00 GMT). Both sides accused each other of violating the ceasefire. In the early hours of Monday, residents in several Ukrainian cities, including the capital Kyiv, were urged by local authorities to go immediately to nearby shelters due to the threat of drone strikes. The BBC has not independently verified the claims by Kyiv and Moscow. US President Donald Trump - who has been pushing for an end to the war - said late on Sunday that ""hopefully Russia and Ukraine will make a deal this week"". He gave no further details. Russia launched a full-scale invasion of Ukraine on 24 February 2022, and currently controls about 20% Ukraine's territory, including the southern Crimea peninsula annexed by Moscow in 2014. It is estimated that hundreds of thousands of people - the vast majority of them soldiers - have been killed or injured on all sides since 2022. Last month, Moscow came up with a long list of conditions in response to a full and unconditional ceasefire that had been agreed by the US and Ukraine.   Kyiv reports many cases of Russian shelling, while Moscow speaks of Ukrainian drone attacks during a truce that has now expired. The missions are part of the UK's contribution to Nato's enhanced air policing around eastern Poland. Oscar Jenkins has been charged under Russian law, the prosecutor in the occupied Luhansk region in eastern Ukraine said. Ukraine and Russia have accused each other of violating a 30-hour truce, but it comes as diplomatic efforts pick up, Russia Editor Steve Rosenberg writes. Russia's defence ministry said Russian forces had followed the truce and accused Ukraine of breaking it. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.   ",Real
